Order_ID,Order_Date,Customer_Name,Country,Region,Salesperson,Category,Product,Quantity,Unit_Price,Discount,Gross_Sales,Net_Sales,Profit,Payment_Mode,Customer_Rating
ORD018552,2023-10-22,William Martinez,Canada,South,Kathleen Colon,Electronics,Headphones,20,9527,0.17,190540,158148.2,39307.79,Credit Card,5
ORD018553,2025-09-04,Kristin Hansen,Australia,South,Kevin Kidd,Groceries,Rice,18,492,0.06,8856,8324.64,863.0,Net Banking,3
ORD018554,2024-03-04,Laurie Martin,Canada,South,Michael Holland,Groceries,Bread,10,5576,0.25,55760,41820.0,11711.59,Debit Card,5
ORD018555,2024-09-21,Christopher Larsen,Canada,South,Jennifer Gonzales,Clothing,Kurta,7,2239,0.2,15673,12538.4,704.29,Net Banking,3
ORD018556,2024-07-03,Mark Shields,Canada,West,Jennifer Barry,Sports,Cricket Bat,2,5601,0.1,11202,10081.8,2126.22,Debit Card,3
ORD018557,2024-02-29,Nicole Golden,India,Central,Lauren Jones,Clothing,Jeans,7,2376,0.25,16632,12474.0,1702.55,Net Banking,3
ORD018558,2024-12-18,Sarah Johnson,Canada,North,Lisa Jordan,Furniture,Table,15,1433,0.01,21495,21280.05,3024.01,Net Banking,5
ORD018559,2023-04-08,Ernest Frank,India,East,Lisa Jordan,Clothing,Kurta,8,7544,0.04,60352,57937.92,13827.86,Credit Card,3
ORD018560,2025-09-21,Wanda Bell,Canada,West,Timothy Yates,Groceries,Milk,19,2348,0.17,44612,37027.96,5369.24,Credit Card,3
ORD018561,2023-01-24,Michael Bell,Australia,North,Jessica Hodge,Sports,Yoga Mat,1,294,0.09,294,267.54,29.05,Net Banking,5
ORD018562,2023-09-15,Jonathan Webb,USA,Central,Kathleen Colon,Sports,Football,18,7714,0.08,138852,127743.84,11754.0,Cash,5
ORD018563,2023-08-24,Nicole Moore,India,East,Nicole Adkins,Sports,Yoga Mat,1,8019,0.25,8019,6014.25,1001.53,Cash,3
ORD018564,2024-08-20,Jason Rojas,Canada,South,Stefanie Garcia,Furniture,Bed,4,6761,0.01,27044,26773.56,4439.43,Cash,3
ORD018565,2024-09-29,Richard Williams,Australia,Central,Mitchell Boyer,Electronics,Monitor,10,3775,0.19,37750,30577.5,6144.95,Net Banking,3
ORD018566,2023-11-15,Amanda Lewis,India,East,Melissa Ferguson,Electronics,Monitor,14,8702,0.15,121828,103553.8,24855.7,Cash,2
ORD018567,2024-09-12,Jeremiah Miller,India,South,Christina Becker,Clothing,Jacket,17,3917,0.24,66589,50607.64,10322.07,Cash,5
ORD018568,2023-09-30,Deborah Dominguez,Australia,North,Teresa Kirby,Sports,Football,8,5014,0.16,40112,33694.08,10842.82,Credit Card,3
ORD018569,2025-01-11,Rhonda Rose,Canada,East,Stefanie Garcia,Sports,Tennis Racket,16,6258,0.11,100128,89113.92,8641.05,Net Banking,2
ORD018570,2025-08-29,Kristopher Lloyd,India,East,Paul Johnson,Clothing,Shoes,10,6263,0.2,62630,50104.0,3765.2,Net Banking,5
ORD018571,2025-01-21,Charles Kelley,India,West,Diane Webb,Groceries,Milk,10,1152,0.21,11520,9100.8,1111.07,Credit Card,4
ORD018572,2025-05-13,Dwayne Brown,Canada,East,Susan Jones,Furniture,Bed,2,8880,0.16,17760,14918.4,5099.23,Cash,2
ORD018573,2023-01-26,Isaiah Joseph,UK,East,Alexis Lee,Sports,Yoga Mat,15,7041,0.03,105615,102446.55,30547.81,Debit Card,3
ORD018574,2023-03-02,Amanda Roach,Canada,Central,Sara Jones,Groceries,Snacks,17,9529,0.01,161993,160373.07,30739.98,Net Banking,2
ORD018575,2023-11-12,Andrew Gutierrez,UK,West,Gabrielle Mccullough,Groceries,Bread,6,2809,0.11,16854,15000.06,2495.27,UPI,2
ORD018576,2023-01-11,Calvin Webb MD,USA,North,Brandon Hendricks,Sports,Dumbbells,8,4865,0.24,38920,29579.2,7007.11,Net Banking,5
ORD018577,2023-03-15,Douglas Little,Canada,West,Kevin Ross,Sports,Tennis Racket,12,6814,0.21,81768,64596.72,18799.49,Net Banking,5
ORD018578,2023-08-06,Bill Wilson,India,East,Gina Harris,Sports,Yoga Mat,18,8594,0.2,154692,123753.6,39426.1,Debit Card,5
ORD018579,2023-08-29,Monica Reyes,Canada,West,Phillip Martin,Groceries,Oil,20,2982,0.09,59640,54272.4,4690.12,Cash,4
ORD018580,2024-04-27,Annette Joseph,Canada,South,Paul Johnson,Electronics,Mobile,3,2540,0.19,7620,6172.2,926.48,Net Banking,5
ORD018581,2024-07-27,Debra Stewart,Canada,East,Lauren Jones,Groceries,Snacks,13,7987,0.17,103831,86179.73,12387.35,Net Banking,2
ORD018582,2023-05-27,Thomas Carrillo,UK,West,Kevin Ross,Groceries,Rice,13,7110,0.24,92430,70246.8,12818.15,Credit Card,4
ORD018583,2024-10-17,Ryan Crane,Australia,North,Mitchell Boyer,Electronics,Keyboard,15,8942,0.23,134130,103280.1,24372.69,Debit Card,4
ORD018584,2023-10-30,Devin Davis,India,East,Timothy Yates,Groceries,Bread,9,1770,0.07,15930,14814.9,4430.73,Credit Card,2
ORD018585,2025-04-04,Ricky Clark,Australia,Central,Sydney Kelley,Groceries,Snacks,8,6726,0.18,53808,44122.56,5677.72,Net Banking,2
ORD018586,2024-03-08,Sandra Marks,USA,North,Lisa Jordan,Groceries,Oil,11,5177,0.13,56947,49543.89,14162.64,Net Banking,3
ORD018587,2023-06-04,Aaron Taylor,USA,East,Elizabeth Campbell,Furniture,Wardrobe,10,4304,0.19,43040,34862.4,3043.4,Credit Card,3
ORD018588,2025-04-10,Brian Owens,Canada,South,Brandon Hendricks,Electronics,Mobile,11,3997,0.17,43967,36492.61,5952.42,Credit Card,5
ORD018589,2025-07-10,Brian Allen,Australia,East,Barbara Sheppard,Sports,Football,7,9604,0.28,67228,48404.16,14655.45,Debit Card,3
ORD018590,2024-11-06,Jesse Sullivan,Canada,South,Jennifer Barry,Electronics,Headphones,13,6940,0.2,90220,72176.0,13231.74,Debit Card,3
ORD018591,2025-07-20,Jamie Miller,UK,West,Jennifer Gonzales,Sports,Football,9,3227,0.09,29043,26429.13,4684.48,Cash,4
ORD018592,2024-01-03,Marcus Morrow,India,West,Alexis Lee,Groceries,Milk,3,5291,0.26,15873,11746.02,2399.89,Debit Card,5
ORD018593,2023-01-18,Shannon Wiley,India,Central,Jamie Griffin,Groceries,Snacks,14,6276,0.25,87864,65898.0,14929.62,Credit Card,1
ORD018594,2023-12-28,Brittany Duran,Australia,West,Stacy Good,Electronics,Laptop,2,8466,0.24,16932,12868.32,1106.99,Net Banking,1
ORD018595,2025-02-03,Cynthia Carroll,Australia,East,Mark Green,Electronics,Monitor,11,5981,0.12,65791,57896.08,5445.88,Net Banking,5
ORD018596,2024-05-26,Diana Williams,Canada,West,Sara Jones,Groceries,Bread,10,4092,0.27,40920,29871.6,5352.17,Debit Card,4
ORD018597,2023-07-28,Carly Cole,Australia,Central,Cindy Spencer,Furniture,Table,14,9722,0.11,136108,121136.12,23247.95,Debit Card,2
ORD018598,2025-05-25,Dustin Simpson,USA,South,Michael Holland,Clothing,T-Shirt,6,4452,0.17,26712,22170.96,3329.2,UPI,5
ORD018599,2024-12-10,Roy Perry,USA,East,Mitchell Boyer,Clothing,T-Shirt,4,6210,0.29,24840,17636.4,3849.44,Debit Card,4
ORD018600,2025-08-14,Sheryl Stevens,Australia,Central,Jennifer Gonzales,Groceries,Bread,16,6744,0.14,107904,92797.44,11821.93,Net Banking,1
ORD018601,2024-11-12,Jacqueline Cox,USA,South,Melissa Ferguson,Clothing,Jeans,1,7538,0.28,7538,5427.36,515.92,UPI,3
ORD018602,2024-12-28,Elizabeth Thompson,USA,North,Paul Johnson,Furniture,Bed,18,2652,0.17,47736,39620.88,12466.07,Net Banking,3
ORD018603,2024-05-17,Isabel Kelly,Canada,North,Paul Johnson,Groceries,Milk,19,687,0.1,13053,11747.7,3780.02,Cash,4
ORD018604,2023-05-28,Jamie Robles,Canada,Central,Timothy Yates,Groceries,Oil,16,2108,0.21,33728,26645.12,4171.35,Debit Card,3
ORD018605,2024-01-28,Katrina Valdez,USA,North,Jessica Hodge,Furniture,Bed,15,6609,0.28,99135,71377.2,20863.66,Debit Card,1
ORD018606,2023-04-15,Brandon Scott,USA,North,Julie Lopez,Electronics,Laptop,7,1164,0.14,8148,7007.28,2155.71,Cash,4
ORD018607,2024-10-25,John Perry,India,East,Pamela Mckinney,Sports,Tennis Racket,6,7076,0.15,42456,36087.6,10411.2,Cash,1
ORD018608,2025-01-20,Morgan Blair,Australia,North,Kathleen Colon,Clothing,Shoes,12,5388,0.11,64656,57543.84,14886.57,Debit Card,3
ORD018609,2023-03-19,William Ortiz,Australia,Central,Denise Hester,Clothing,Shoes,13,5875,0.09,76375,69501.25,19649.82,Credit Card,1
ORD018610,2024-04-14,Kristina Garcia,Canada,West,Kristi Miller,Electronics,Keyboard,10,2710,0.01,27100,26829.0,3719.99,UPI,2
ORD018611,2025-04-23,Tyler Davidson,India,North,Cassandra Ferguson,Furniture,Chair,7,3770,0.2,26390,21112.0,3395.49,Debit Card,2
ORD018612,2025-02-04,Tyler Bennett,USA,Central,Brandon Hendricks,Sports,Football,8,3403,0.04,27224,26135.04,1800.05,UPI,3
ORD018613,2025-02-19,Julie Henry,India,Central,Cindy Spencer,Sports,Dumbbells,8,5209,0.02,41672,40838.56,6567.31,UPI,5
ORD018614,2024-07-25,Cynthia Cisneros DVM,India,West,Teresa Kirby,Furniture,Sofa,11,7050,0.23,77550,59713.5,19473.93,UPI,1
ORD018615,2024-09-12,Phillip Gibson,USA,East,Samantha Anderson,Sports,Dumbbells,2,7407,0.17,14814,12295.62,2626.67,Net Banking,2
ORD018616,2024-12-26,Megan Mccormick,Canada,North,Mitchell Boyer,Sports,Football,16,6789,0.06,108624,102106.56,35539.71,Net Banking,1
ORD018617,2024-05-03,Abigail Bennett,India,North,Christina Becker,Clothing,Kurta,1,2129,0.11,2129,1894.81,569.45,Debit Card,4
ORD018618,2024-05-07,Kelly Rush,Canada,South,Cassandra Ferguson,Groceries,Bread,2,5594,0.21,11188,8838.52,922.06,Credit Card,5
ORD018619,2024-08-14,Leah Gonzalez,UK,West,Gina Harris,Furniture,Sofa,8,9251,0.16,74008,62166.72,16635.79,Credit Card,3
ORD018620,2024-05-11,Christine Bass,India,Central,Jennifer Barry,Groceries,Milk,6,2166,0.06,12996,12216.24,3606.24,Credit Card,3
ORD018621,2023-02-19,Christina Howell,UK,West,Kelsey Perez,Sports,Cricket Bat,1,2810,0.22,2810,2191.8,743.64,Net Banking,4
ORD018622,2023-12-30,Jennifer Price,Australia,Central,Stefanie Garcia,Furniture,Table,17,9182,0.26,156094,115509.56,19225.18,Net Banking,1
ORD018623,2023-09-15,Jennifer Campbell,USA,South,Diane Webb,Clothing,Kurta,17,3287,0.06,55879,52526.26,9210.89,Net Banking,1
ORD018624,2023-05-19,Ryan Cruz,Canada,Central,Samantha Anderson,Electronics,Keyboard,14,9378,0.2,131292,105033.6,19880.43,Cash,5
ORD018625,2024-08-11,Andrea Manning,India,North,Julie Lopez,Groceries,Bread,17,5941,0.13,100997,87867.39,17100.37,Debit Card,4
ORD018626,2023-09-06,Alexandra Bradley,USA,South,Lance Arnold Jr.,Clothing,Shoes,11,9487,0.29,104357,74093.47,18151.65,UPI,1
ORD018627,2023-07-04,Corey Jones,USA,North,Susan Jones,Clothing,Jacket,19,8261,0.08,156959,144402.28,13866.67,Cash,3
ORD018628,2023-05-04,David Jones,India,North,Kelsey Perez,Electronics,Laptop,15,8393,0.13,125895,109528.65,10202.4,Debit Card,3
ORD018629,2023-11-13,Larry Galvan,UK,West,Melissa Ferguson,Electronics,Laptop,16,1903,0.18,30448,24967.36,5512.1,Cash,2
ORD018630,2024-04-05,Joseph Lopez,Australia,East,Katherine Stevenson,Sports,Dumbbells,16,6984,0.29,111744,79338.24,11633.75,UPI,3
ORD018631,2024-10-11,Frank Hamilton,Canada,West,Mitchell Boyer,Electronics,Mobile,13,3895,0.13,50635,44052.45,14459.07,Credit Card,1
ORD018632,2024-09-14,Todd Campbell DDS,India,Central,Brandon Hendricks,Groceries,Rice,9,7547,0.26,67923,50263.02,9926.43,UPI,2
ORD018633,2023-02-02,Carl Richardson,India,North,Jorge Smith,Sports,Football,12,8412,0.13,100944,87821.28,4973.08,Net Banking,1
ORD018634,2024-10-08,Hailey Franklin,Australia,Central,Kevin Kidd,Sports,Yoga Mat,15,605,0.15,9075,7713.75,2374.94,Debit Card,5
ORD018635,2024-02-03,John Guerrero,India,South,Lauren Raymond,Groceries,Bread,1,2809,0.13,2809,2443.83,496.77,Debit Card,2
ORD018636,2025-03-14,Ashley Moore,Australia,West,Lauren Jones,Electronics,Monitor,4,9160,0.07,36640,34075.2,10576.82,Net Banking,2
ORD018637,2024-02-07,Michael Armstrong,Canada,West,Jamie Griffin,Furniture,Table,6,3768,0.17,22608,18764.64,1458.78,Cash,1
ORD018638,2023-01-21,Christine Wright,India,North,Kevin Kidd,Groceries,Rice,15,2470,0.29,37050,26305.5,6907.79,Credit Card,5
ORD018639,2023-11-07,Denise Phillips,Australia,North,Mitchell Boyer,Electronics,Laptop,6,3521,0.1,21126,19013.4,4194.01,UPI,3
ORD018640,2023-01-13,Brian Wilson,UK,South,Barbara Sheppard,Clothing,Kurta,14,1940,0.01,27160,26888.4,4671.7,Debit Card,5
ORD018641,2024-02-17,Joseph Dennis,Australia,East,Christina Becker,Furniture,Table,12,6600,0.23,79200,60984.0,3883.61,Cash,3
ORD018642,2023-07-19,Janet Villa,UK,West,Timothy Yates,Groceries,Milk,6,9016,0.01,54096,53555.04,13652.19,Debit Card,2
ORD018643,2024-10-08,Anthony Rogers,India,East,Nicole Adkins,Sports,Football,6,8984,0.26,53904,39888.96,8581.48,Credit Card,4
ORD018644,2023-11-26,Jennifer King,Canada,South,Denise Hester,Clothing,Shoes,1,1417,0.29,1417,1006.07,141.27,UPI,5
ORD018645,2023-11-05,Maria Young DDS,Canada,South,Jennifer Gonzales,Groceries,Bread,4,3033,0.03,12132,11768.04,3960.45,Cash,1
ORD018646,2024-06-03,Matthew Hood,USA,Central,Jessica Hodge,Clothing,Kurta,2,546,0.07,1092,1015.56,257.03,Debit Card,2
ORD018647,2025-09-17,Gregory Juarez,India,Central,Jessica Hodge,Groceries,Snacks,12,2573,0.06,30876,29023.44,7025.19,UPI,1
ORD018648,2025-05-14,Erica Lara,Canada,East,Lauren Jones,Groceries,Bread,8,2553,0.07,20424,18994.32,3583.74,Credit Card,1
ORD018649,2024-06-14,Jonathon Davenport,India,Central,Lauren Jones,Clothing,Shoes,17,5984,0.2,101728,81382.4,22499.32,Net Banking,3
ORD018650,2025-01-06,John Wade,Canada,North,Phillip Martin,Clothing,Kurta,12,9156,0.05,109872,104378.4,23131.9,Credit Card,3
ORD018651,2025-01-08,Scott Miles,UK,East,Kelsey Perez,Groceries,Snacks,8,4575,0.2,36600,29280.0,3557.99,Net Banking,1
ORD018652,2025-06-12,Joseph Booker,Canada,South,Samantha Anderson,Clothing,Kurta,10,7733,0.16,77330,64957.2,22430.45,Cash,5
ORD018653,2025-09-27,Lori Moreno,India,North,Diane Webb,Clothing,Kurta,20,2398,0.21,47960,37888.4,8409.74,UPI,2
ORD018654,2024-10-23,Mr. Brian Randall,UK,North,Sherry Young,Electronics,Headphones,7,2086,0.04,14602,14017.92,2669.91,Credit Card,3
ORD018655,2023-05-02,Katie Wood,Australia,Central,Brandon Hendricks,Electronics,Laptop,16,6235,0.06,99760,93774.4,28856.29,Credit Card,1
ORD018656,2024-12-22,Cindy Hoffman,UK,Central,Sara Jones,Sports,Football,13,2511,0.28,32643,23502.96,3706.95,UPI,1
ORD018657,2023-08-27,Kelsey Brown,Canada,South,Jorge Smith,Sports,Football,9,647,0.12,5823,5124.24,1028.62,Net Banking,4
ORD018658,2025-07-07,Brian Daniels,UK,East,Christina Becker,Sports,Football,14,3773,0.11,52822,47011.58,2412.27,Credit Card,1
ORD018659,2023-05-27,Catherine Reyes,India,Central,Mitchell Boyer,Groceries,Bread,20,2500,0.23,50000,38500.0,5405.17,Credit Card,3
ORD018660,2024-03-18,Eric Wolfe,USA,South,Melissa Ferguson,Electronics,Headphones,13,7855,0.05,102115,97009.25,7745.7,Cash,1
ORD018661,2024-04-12,Colleen Lee,UK,East,Katherine Stevenson,Sports,Cricket Bat,11,6210,0.08,68310,62845.2,15697.31,Net Banking,5
ORD018662,2024-02-23,Christopher Price,Canada,North,Kevin Ross,Groceries,Oil,16,4533,0.11,72528,64549.92,13235.45,Net Banking,4
ORD018663,2023-07-17,Karen Dorsey,UK,South,Lisa Jordan,Furniture,Chair,3,5232,0.12,15696,13812.48,4759.17,UPI,4
ORD018664,2024-02-20,Eric Marshall,Australia,East,Kevin Ross,Furniture,Sofa,5,8133,0.22,40665,31718.7,8450.07,Net Banking,4
ORD018665,2024-12-20,Lindsey Torres,Canada,East,Jorge Smith,Furniture,Table,1,8586,0.19,8586,6954.66,1133.96,Debit Card,2
ORD018666,2023-01-19,Aaron Griffin,USA,West,Diane Webb,Clothing,Shoes,10,1519,0.29,15190,10784.9,2053.43,Cash,5
ORD018667,2024-05-30,Amber Allen,Australia,West,Mark Green,Furniture,Wardrobe,19,5358,0.03,101802,98747.94,5993.48,Debit Card,4
ORD018668,2024-05-27,Justin Howell,UK,North,Mark Green,Groceries,Oil,18,3650,0.29,65700,46647.0,5974.79,Debit Card,4
ORD018669,2023-09-13,Madison Mccoy,India,South,Cindy Spencer,Sports,Cricket Bat,17,4838,0.03,82246,79778.62,8460.13,Credit Card,1
ORD018670,2023-06-14,Alexandra Gomez,USA,West,Sydney Kelley,Sports,Football,9,6405,0.02,57645,56492.1,10935.79,Net Banking,2
ORD018671,2023-10-12,Nina Mahoney,Australia,East,Mark Green,Furniture,Chair,3,3790,0.02,11370,11142.6,1326.83,Net Banking,3
ORD018672,2024-06-27,James Fleming,Canada,South,Denise Hester,Clothing,Jacket,8,2746,0.13,21968,19112.16,3261.02,UPI,5
ORD018673,2024-12-05,Denise Young,UK,Central,Brittany Bailey,Furniture,Wardrobe,4,971,0.19,3884,3146.04,462.69,Credit Card,2
ORD018674,2024-11-18,Joshua Mcdonald,Australia,Central,Gina Harris,Clothing,T-Shirt,9,2721,0.04,24489,23509.44,6636.85,Credit Card,2
ORD018675,2024-10-29,Carlos Barry,Canada,South,Susan Jones,Furniture,Sofa,7,6330,0.15,44310,37663.5,9710.33,UPI,4
ORD018676,2023-03-16,Kristen Mata,Canada,East,Kevin Ross,Sports,Dumbbells,13,2336,0.08,30368,27938.56,3502.58,Cash,5
ORD018677,2023-11-25,Vanessa Vasquez,Canada,Central,Cindy Spencer,Electronics,Keyboard,7,4056,0.25,28392,21294.0,3979.1,UPI,5
ORD018678,2023-12-11,Jonathan Haley,Canada,West,Gina Harris,Groceries,Snacks,11,9246,0.28,101706,73228.32,9925.78,Credit Card,3
ORD018679,2025-09-24,Joanne Lucas,USA,Central,Sydney Kelley,Sports,Football,7,7314,0.02,51198,50174.04,11444.01,UPI,5
ORD018680,2024-10-19,Joy Williams,USA,Central,Chad Zamora,Groceries,Oil,9,4770,0.16,42930,36061.2,4162.53,UPI,1
ORD018681,2024-09-07,Francisco Hernandez,Canada,East,Alexis Lee,Groceries,Milk,9,5958,0.02,53622,52549.56,8025.19,UPI,3
ORD018682,2024-01-25,Scott Roberts,Canada,North,Lance Arnold Jr.,Groceries,Oil,4,8456,0.1,33824,30441.6,3557.36,Cash,4
ORD018683,2024-06-10,Lauren Bryant,India,Central,Jorge Smith,Electronics,Keyboard,5,6968,0.18,34840,28568.8,7845.93,Net Banking,4
ORD018684,2024-03-01,Melissa Shelton,Canada,East,Cassandra Ferguson,Clothing,Kurta,1,7670,0.22,7670,5982.6,1289.42,Debit Card,5
ORD018685,2025-02-02,Samantha Bell,Australia,East,Nicole Adkins,Groceries,Snacks,11,2896,0.3,31856,22299.2,6219.45,Credit Card,2
ORD018686,2025-02-20,Ryan Smith,UK,East,Mitchell Boyer,Sports,Cricket Bat,3,9021,0.16,27063,22732.92,6402.04,Cash,3
ORD018687,2024-11-02,Carol Reid,USA,South,Gabrielle Mccullough,Electronics,Keyboard,4,2397,0.21,9588,7574.52,2024.2,Net Banking,4
ORD018688,2024-05-05,Sharon Washington,India,South,Sydney Kelley,Groceries,Snacks,11,3205,0.04,35255,33844.8,7709.54,Net Banking,2
ORD018689,2024-08-03,Mary Jackson,Canada,South,Lance Arnold Jr.,Clothing,Jeans,1,9831,0.02,9831,9634.38,745.47,Credit Card,3
ORD018690,2024-02-03,Jay Dunlap,UK,Central,Kristi Miller,Electronics,Monitor,19,3392,0.12,64448,56714.24,12660.65,UPI,4
ORD018691,2024-02-15,Thomas Austin,UK,West,Melissa Ferguson,Clothing,Jacket,11,7650,0.16,84150,70686.0,5679.1,Net Banking,2
ORD018692,2023-02-17,Elizabeth Garcia,USA,Central,Lisa Jordan,Electronics,Headphones,6,9052,0.12,54312,47794.56,2430.85,Credit Card,4
ORD018693,2024-04-19,Randall Smith,India,Central,Jessica Hodge,Electronics,Monitor,19,3961,0.2,75259,60207.2,6848.89,Debit Card,1
ORD018694,2024-06-01,Christina Adkins,UK,West,Stacy Good,Electronics,Monitor,18,4416,0.13,79488,69154.56,19470.63,UPI,2
ORD018695,2024-01-11,Jacob Torres,UK,West,Brittany Bailey,Furniture,Wardrobe,17,1133,0.24,19261,14638.36,845.54,Cash,1
ORD018696,2024-04-13,Gerald Wright,UK,North,Jamie Griffin,Furniture,Chair,9,880,0.15,7920,6732.0,1002.43,Debit Card,2
ORD018697,2023-05-31,Mary Harrison,India,North,Lance Arnold Jr.,Groceries,Snacks,14,7137,0.02,99918,97919.64,22074.14,Net Banking,3
ORD018698,2023-03-18,Carrie Edwards,Australia,North,Chelsea Ellis,Groceries,Milk,1,5742,0.25,5742,4306.5,1045.6,Debit Card,5
ORD018699,2024-05-05,Deborah Stevens,Canada,West,Kristi Miller,Clothing,Kurta,14,753,0.14,10542,9066.12,2939.15,UPI,4
ORD018700,2024-04-18,Edwin Wright,India,West,Chad Zamora,Groceries,Milk,6,9481,0.15,56886,48353.1,9682.19,Credit Card,3
ORD018701,2024-01-23,Brandon Garcia,UK,East,Sydney Kelley,Electronics,Keyboard,5,3181,0.09,15905,14473.55,3436.06,Debit Card,5
ORD018702,2024-10-07,John White,Australia,East,Teresa Kirby,Sports,Tennis Racket,15,3276,0.19,49140,39803.4,11190.13,UPI,4
ORD018703,2024-09-06,Joshua Gordon,Canada,West,Jorge Smith,Sports,Yoga Mat,18,2316,0.16,41688,35017.92,6080.64,Credit Card,4
ORD018704,2024-07-20,Shannon Sullivan,India,South,Pamela Mckinney,Clothing,Kurta,5,817,0.22,4085,3186.3,602.8,Net Banking,5
ORD018705,2024-09-15,Joseph Riggs,Canada,North,Chelsea Ellis,Groceries,Rice,12,1970,0.04,23640,22694.4,3835.16,UPI,1
ORD018706,2024-10-03,Frank Blackwell,India,East,Sara Jones,Sports,Dumbbells,19,9033,0.05,171627,163045.65,11290.69,Cash,3
ORD018707,2025-02-15,Elizabeth Huff,USA,East,Alexis Lee,Groceries,Snacks,8,5354,0.09,42832,38977.12,7392.83,Net Banking,5
ORD018708,2025-09-09,Virginia Bailey,Australia,West,Stacy Good,Clothing,Jacket,7,7790,0.26,54530,40352.2,13501.31,Credit Card,4
ORD018709,2023-01-26,Rachel Chung,USA,Central,Kelli Price,Electronics,Monitor,8,8392,0.25,67136,50352.0,2794.18,Cash,4
ORD018710,2025-04-15,Jason Norton,USA,Central,Lisa Jordan,Groceries,Snacks,12,9002,0.06,108024,101542.56,22839.09,UPI,3
ORD018711,2023-11-08,Selena Smith,India,East,Pamela Mckinney,Clothing,T-Shirt,2,5494,0.08,10988,10108.96,1552.41,Credit Card,3
ORD018712,2025-04-14,Jeremy Sanchez,Australia,North,Summer Arias,Electronics,Headphones,19,6653,0.17,126407,104917.81,15601.12,Cash,4
ORD018713,2024-02-24,Marissa Lewis,USA,East,Barbara Sheppard,Sports,Tennis Racket,18,1008,0.01,18144,17962.56,2345.25,Net Banking,1
ORD018714,2023-10-23,Victoria Keith,USA,West,Lauren Raymond,Sports,Cricket Bat,12,4604,0.1,55248,49723.2,2819.77,Credit Card,5
ORD018715,2025-06-27,Angela Rivera,USA,East,Brandon Hendricks,Groceries,Bread,20,5215,0.13,104300,90741.0,9722.75,Cash,1
ORD018716,2024-01-22,Tyler Lester,Australia,North,Pamela Mckinney,Electronics,Mobile,18,2058,0.08,37044,34080.48,2286.21,Net Banking,3
ORD018717,2023-08-12,Lisa Perez,Canada,West,Lauren Raymond,Furniture,Table,20,9447,0.01,188940,187050.6,64885.93,Credit Card,4
ORD018718,2024-09-10,Jacqueline Price,Australia,East,Phillip Martin,Electronics,Mobile,12,7597,0.15,91164,77489.4,21768.25,Cash,1
ORD018719,2023-09-24,Heather Kennedy,Australia,North,Lauren Raymond,Sports,Dumbbells,2,1035,0.22,2070,1614.6,87.45,Debit Card,5
ORD018720,2023-01-26,Caleb Ross,UK,North,Lauren Raymond,Electronics,Laptop,7,1304,0.05,9128,8671.6,1405.01,Debit Card,5
ORD018721,2024-02-25,Kenneth Lee,UK,East,Julie Lopez,Furniture,Wardrobe,13,8401,0.21,109213,86278.27,23376.37,Cash,2
ORD018722,2025-05-22,Kim Fields,Canada,East,Jamie Griffin,Clothing,Jacket,18,3687,0.03,66366,64375.02,8353.06,Credit Card,1
ORD018723,2025-08-02,Shawn Garcia,Australia,North,Chelsea Ellis,Clothing,Jacket,19,4604,0.2,87476,69980.8,11285.01,Cash,2
ORD018724,2024-03-09,Steven Phillips,India,Central,Kelsey Perez,Groceries,Milk,11,5911,0.25,65021,48765.75,10127.18,UPI,4
ORD018725,2023-02-09,Dana Collins DDS,UK,East,Jennifer Gonzales,Clothing,T-Shirt,14,6626,0.29,92764,65862.44,10887.62,UPI,5
ORD018726,2024-02-07,Sandra Henry,UK,West,Sydney Kelley,Electronics,Headphones,14,8727,0.25,122178,91633.5,19559.45,Net Banking,1
ORD018727,2025-02-03,Michael Martinez,UK,South,Nicole Adkins,Groceries,Snacks,16,6874,0.1,109984,98985.6,5844.97,Cash,1
ORD018728,2023-01-06,Sara Lee,India,East,Jessica Hodge,Electronics,Keyboard,16,531,0.05,8496,8071.2,1542.32,UPI,5
ORD018729,2025-01-09,Alan Martinez,Australia,East,Kevin Ross,Groceries,Bread,17,7496,0.22,127432,99396.96,22604.01,Credit Card,3
ORD018730,2023-07-01,Robert Dyer,India,North,Alexis Lee,Electronics,Headphones,19,4464,0.01,84816,83967.84,14895.86,Cash,5
ORD018731,2023-11-30,Morgan Herrera,India,North,Melissa Ferguson,Electronics,Monitor,20,1249,0.18,24980,20483.6,4415.94,Net Banking,2
ORD018732,2025-07-10,Mark Cuevas,Australia,Central,Chelsea Ellis,Furniture,Bed,3,6063,0.11,18189,16188.21,4446.28,Net Banking,4
ORD018733,2025-08-28,Katelyn Smith,India,North,Summer Arias,Electronics,Monitor,16,5551,0.01,88816,87927.84,7990.18,UPI,3
ORD018734,2023-06-17,Kristen Glenn,Canada,East,Melissa Ferguson,Clothing,Kurta,8,6458,0.05,51664,49080.8,13648.09,Cash,3
ORD018735,2025-02-17,Aaron Daniel,Canada,West,Jamie Griffin,Sports,Tennis Racket,1,6035,0.3,6035,4224.5,1303.49,Debit Card,5
ORD018736,2025-08-14,Gail Watkins,Australia,North,Samantha Anderson,Groceries,Oil,1,9000,0.26,9000,6660.0,1141.34,Cash,5
ORD018737,2023-04-13,Sarah Gonzales,Australia,North,Sherry Young,Electronics,Mobile,14,9178,0.06,128492,120782.48,11365.9,Net Banking,4
